Folder Name,File Name,File Link,Name_BN,Function_BN,Price,Guide_BN,Related_Keys
AB Cable Items,suspension-clamp.webp,https://drive.google.com/file/d/1I76aLipndV0iVXXQpbY0y8evnNn1Zf-v/view?usp=sharing,সাসপেনশন ক্ল্যাম্প,ইন্টারমিডিয়েট বা মাঝখানের খুঁটিগুলোতে এবি ক্যাবলটিকে ঝুলিয়ে রাখার জন্য। এটি তারের ঘর্ষণ রোধ করে।,300-550,সাসপেনশন ক্ল্যাম্পের সাথে থাকা বোল্টগুলো নিয়মিত চেক করুন যাতে কম্পনের ফলে ঢিলে না হয়ে যায়।,
AB Cable Items,aluminum suspension clamp.png,https://drive.google.com/file/d/1vPDRrgJbz6-ByxhWSAHXIww1859rKoZl/view?usp=sharing,সাসপেনশন ক্ল্যাম্প,ইন্টারমিডিয়েট বা মাঝখানের খুঁটিগুলোতে এবি ক্যাবলটিকে ঝুলিয়ে রাখার জন্য। এটি তারের ঘর্ষণ রোধ করে।,300-550,সাসপেনশন ক্ল্যাম্পের সাথে থাকা বোল্টগুলো নিয়মিত চেক করুন যাতে কম্পনের ফলে ঢিলে না হয়ে যায়।,
AB Cable Items,ipc.webp,https://drive.google.com/file/d/1mdOcnBpdzvbzTGKiHI_L4on-HU6vdMsz/view?usp=sharing,আইপিসি ((IPC),"এবি ক্যাবলের মূল লাইন থেকে সার্ভিস লাইন বের করার জন্য এটি ব্যবহৃত হয়। এতে তারের ইনসুলেশন ছিলতে হয় না, দাঁতগুলো নিজে থেকেই ইনসুলেশন ছিদ্র করে কানেকশন নেয়।",445-800,"কানেক্টরটি লাগানোর সময় নাটটি (Nut) ততক্ষণ টাইট দিন যতক্ষণ না ওপরের অংশটি নিজে থেকে ভেঙে পড়ে (Shear head), এতে সঠিক টর্ক নিশ্চিত হয়।",
AB Cable Items,,https://drive.google.com/file/d/1Wer49Sbnu4yRKcSlr8lxRRnlRag69CyC/view?usp=sharing,অ্যাঙ্করিং ক্ল্যাম্প (Anchoring Clamp / Dead End Clamp),"লাইনের শুরুতে, শেষে বা বাঁক নেওয়ার জায়গায় এবি ক্যাবলের মেসেঞ্জার তারটিকে (Messenger Wire) শক্ত করে ধরে রাখার জন্য।",450-800,ক্ল্যাম্পটি লাগানোর সময় মেসেঞ্জার তারটি যেন সোজা থাকে এবং ক্ল্যাম্পের ভেতর দিয়ে পুরোপুরি প্রবেশ করে তা নিশ্চিত করুন।,
AB Cable Items,,https://drive.google.com/file/d/1hze6ij_rw6SvZ5k5gFrF6Y5dGW55uGPW/view?usp=sharing,ইনসুলেটেড জয়েন্ট স্লিভ / মিড স্প্যান জয়েন্ট,এবি ক্যাবলের দুটি তারকে মাঝপথে জোড়া দেওয়ার জন্য। এটি সম্পূর্ণ ওয়াটারপ্রুফ এবং ইনসুলেটেড।,200-400,"জয়েন্ট করার জন্য সঠিক সাইজের ক্রিম্পিং টুল ব্যবহার করুন, অন্যথা জয়েন্টটি দুর্বল হয়ে গরম হয়ে যেতে পারে।",
AB Cable Items,,https://drive.google.com/file/d/1huM6UPzvH8npa1bvCqUXp9Xwt1PNAECW/view?usp=sharing,এসএস (SS) স্ট্র্যাপ এবং বাকল (Buckle),খুঁটির গায়ে ক্ল্যাম্প বা আই-হুকগুলো স্থায়ীভাবে আটকানোর জন্য এই ধাতব ফিতা ব্যবহার করা হয়।,800 (এক রোল),স্ট্র্যাপ কাটার সময় সতর্ক থাকুন যাতে ধারালো অংশ হাতে না লাগে এবং সবসময় টাইটেনিং টুল ব্যবহার করুন।,
AB Cable Items,,https://drive.google.com/file/d/1AySIs_eUz5TFlrY-nqR3oHmxfEyrrVga/view?usp=sharing,আই হুক বা পিগটেল বোল্ট,খুঁটির গায়ে ছিদ্র করে বা স্ট্র্যাপের মাধ্যমে লাগানো হয় যাতে সাসপেনশন বা অ্যাঙ্করিং ক্ল্যাম্প ঝোলানো যায়।,120-250,"বাঁকানো বা মরিচা ধরা হুক ব্যবহার করবেন না, এটি ক্যাবলের ভারে ভেঙে পড়তে পারে।",
AB Cable Items,,https://drive.google.com/file/d/1_D6yyIjFF87-hV7sF5fxwYBAIZ1AdQYp/view?usp=sharing,ক্যাবল পুলিং গ্রিপ,এবি ক্যাবল টানার সময় ক্যাবলটিকে টেনে নিয়ে যাওয়ার জন্য এটি একটি শক্তিশালী জালের মতো কাজ করে।,,গ্রিপটি ক্যাবলের মাথায় অন্তত ২ ফুট পর্যন্ত প্রবেশ করান যাতে টানার সময় খুলে না আসে।,
Charts,Use_of_ladder.webp,https://drive.google.com/file/d/1TnwkwoF4tzwydeR_pwwJCKot9RBba_Jn/view?usp=drive_link,FRP বা বাঁশের মই,"মই ব্যবহার করার আগে শক্ত মাটিতে ঠিক কোণে বসিয়ে উপরে-নিচে ভালোভাবে বেঁধে নাও; ৩ পয়েন্ট ধরে ওঠো, হাতে কিছু নিও না, আর লাইন বন্ধ নিশ্চিত না হলে কখনও উঠবে না।",,,
Charts,3-point-ladder-climbing-rule.webp,https://drive.google.com/file/d/1TWTDkwNAQPiU1ZdDONrocemeTppwnJMH/view?usp=sharing,মই ব্যবহারের ৩-পয়েন্ট নিয়ম,,,,
Charts,how_to_wear_full_body_harness.webp,https://drive.google.com/file/d/1Aa3d8x6k3zizcDXBN9sjhV6zKzkTn51C/view?usp=sharing,ফুল বডি হারনেস কিভাবে পড়তে হয়,,,,
Charts,ACSR_currrent_rating_Chart.webp,https://drive.google.com/file/d/1S9wEUJ0loUp3TUN-QzA0XEe_uGt9CxJt/view?usp=sharing,ACSR কারেন্ট বহন ক্ষমতা,,,,
Charts,use_of_Conductor_cable.webp,https://drive.google.com/file/d/1O4tPeRND76YYNbR_VxO91qsKnOe0Q7zt/view?usp=sharing,কিছু পরিচিত তার ও কেবিলের ব্যবহার,,,,
Charts,use_of_helmet.webp,https://drive.google.com/file/d/1BBLJxqDZWg2JA1MlgVg9V-HUJnmYVa3j/view?usp=sharing,হেলমেট কিভাবে পড়তে হয়,,,,
Charts,know_your_safety_gloves.webp,https://drive.google.com/file/d/1VONwRaCIY_evl7qzl-V-cPwER989T2_d/view?usp=sharing,আপনার সেফিটি গ্লাভস চিনুন,,,,
Charts,use_of_discharge_rod.webp,https://drive.google.com/file/d/1d7dLfGPKCdgP5Gvh3mtkUyaDSjHfDHxU/view?usp=sharing,ডিসচার্জ রডের সঠিক ব্যবহার,,,,
Charts,DTR_smart_chart.webp,https://drive.google.com/file/d/1ty_1vGTT2Jl2HpcUGn-Hf6TiDgetJ_pU/view?usp=sharing,DTR স্মার্ট চার্ট,,,,
